Item Name,Category Name,SKU,HSN,Unit Name,Alert Quantity,Brand Name,Lot Number,Expire Date,Purchase Price,Tax Name,Tax Value,Tax Type,Sales Price,Opening Stock,Barcode
CUTTER KNIFE U02,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,65,None,0,Inclusive,100,100000,1430064
CUTTER KNIFE U02,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,95,None,0,Inclusive,120,100000,1430065
CUTTER KNIFE U02,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,45,None,0,Inclusive,80,100000,1430066
SICESSOR 8 1/2,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,675,None,0,Inclusive,875,100000,1430067
SCISSORS S,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,13.75,None,0,Inclusive,25,100000,1430068
EMBROIDER SCISSOR,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,70,None,0,Inclusive,125,100000,1430069
FISH CUTTING SCISSOR,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,250,None,0,Inclusive,375,100000,1430070
NAIL CUTTER LUVI,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,29.16,None,0,Inclusive,50,100000,1430071
NAIL CUTTER BUTTERFLY,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,40,None,0,Inclusive,70,100000,1430072
NAIL CUTTER 616F,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,150,None,0,Inclusive,250,100000,1430073
NAIL CUTTER 617F,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,200,None,0,Inclusive,300,100000,1430074
NAIL CUTTER 608,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,105,None,0,Inclusive,160,100000,1430075
NAIL CUTTER 555,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,50,None,0,Inclusive,100,100000,1430076
NAIL CUTTER 609,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,135,None,0,Inclusive,200,100000,1430077
NAIL CUTTER 211,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,175,None,0,Inclusive,260,100000,1430078
NAIL CTTER 617,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,175,None,0,Inclusive,260,100000,1430079
"7"" SCISSORS PLUS",PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,245,None,0,Inclusive,350,100000,1430080
CUTTER KNIFE PLUS,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,240,None,0,Inclusive,320,100000,1430081
"6"" SCISSORS PLUS",PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,180,None,0,Inclusive,240,100000,1430082
FITCUT CURVE PORTABLE GR,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,412.5,None,0,Inclusive,550,100000,1430083
FITCUT CURVE WASHABLE OR,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,900,None,0,Inclusive,"1,200.00",100000,1430084
FITCUT CURVE WASHABLE Y,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,900,None,0,Inclusive,"1,200.00",100000,1430085
FITCUT CURVE FL- GR,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,435,None,0,Inclusive,580,100000,1430086
FITCUT CURVE WASHABLE GR,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,900,None,0,Inclusive,"1,200.00",100000,1430087
SCISSORS FITCUT CURVE BL,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,337.5,None,0,Inclusive,450,100000,1430088
SCISSORS FITCUT CURVE PK,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,337.5,None,0,Inclusive,450,100000,1430089
SCISSORS FITCUT CURVE RD,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,337.5,None,0,Inclusive,450,100000,1430090
FITCUT CURVE FL-PK,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,435,None,0,Inclusive,580,100000,1430091
FITCUT CURVE PORTABLE PI,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,412.5,None,0,Inclusive,550,100000,1430092
FITCUT CURVE FL-BL,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,435,None,0,Inclusive,580,100000,1430093
FITCUT CURVE PORTABLE B,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,412.5,None,0,Inclusive,550,100000,1430094
WASHIN CUTTER,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,275,None,0,Inclusive,390,100000,1430095
ZIGZAG SCISSOR,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,48.34,None,0,Inclusive,85,100000,1430096
PEN KNIFE 607,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,275,None,0,Inclusive,375,100000,1430097
REXON SCISSORS 1018,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,31.5,None,0,Inclusive,50,100000,1430098
REXON SCISSORS 1002,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,29,None,0,Inclusive,50,100000,1430099
KIDI KUT MAPED,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,140,None,0,Inclusive,200,100000,1430100
"6"" SCISSORS PINK",PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,180,None,0,Inclusive,240,100000,1430101
"6"" SCISSORS GREEN",PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,168,None,0,Inclusive,240,100000,1430102
ADV GREEN 21CM ON TRY ME,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,315,None,0,Inclusive,420,100000,1430103
"6"" SCISSORS BLUE",PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,168,None,0,Inclusive,240,100000,1430104
VIDAL SASSOON SCISSORS,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,80,None,0,Inclusive,120,100000,1430105
SCISSOR SC 7244,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,120,None,0,Inclusive,180,100000,1430106
STEEL SCISSORS,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,110,None,0,Inclusive,170,100000,1430107
SCISSOR 629,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,62.5,None,0,Inclusive,120,100000,1430108
EMBROIDER SCISSOR,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,75,None,0,Inclusive,120,100000,1430109
SCISSOR 443,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,90,None,0,Inclusive,140,100000,1430110
STEEL SCISSOR,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,140,None,0,Inclusive,220,100000,1430111
ZIGZAG SCISSOR,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,75,None,0,Inclusive,125,100000,1430112
TAPE DISPENSER DL 1601,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,225,None,0,Inclusive,330,100000,1430113
TAPE DISPENSER 8805 FQ,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,195,None,0,Inclusive,300,100000,1430114
TAPE DISPENSER DL20051,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,170,None,0,Inclusive,260,100000,1430115
A3 PAPER CUTTER MBM,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,"3,000.00",None,0,Inclusive,"4,750.00",100000,1430116
HX 15 CUTTER KNIFE,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,50,None,0,Inclusive,80,100000,1430117
N.J. CUTTER BLADES U01,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,160,None,0,Inclusive,200,100000,1430118
CUTTING SERIES,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,350,None,0,Inclusive,525,100000,1430119
EMBROIDER SCISSORS,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,170,None,0,Inclusive,250,100000,1430120
NAIL CUTTER,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,32.5,None,0,Inclusive,60,100000,1430121
SECURITY SCISSORS 13CM,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,112.5,None,0,Inclusive,150,100000,1430122
TAPE DISPENSER DL20031,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,198,None,0,Inclusive,375,100000,1430123
PAPER CUTTER KNIFE A4,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,"1,320.00",None,0,Inclusive,"2,750.00",100000,1430124
PAPER CUTTER A3,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,"2,420.00",None,0,Inclusive,"4,250.00",100000,1430125
EMBROIDER SCISSOR,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,190,None,0,Inclusive,290,100000,1430126
EMBROIDER SCISSOR,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,60,None,0,Inclusive,180,100000,1430127
HX-15 CUTTER KNIFE,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,60,None,0,Inclusive,90,100000,1430128
ATLAS SCISSOR L,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,127.5,None,0,Inclusive,170,100000,1430129
SCISSOR L,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,135,None,0,Inclusive,210,100000,1430130
SCISSOR SEA  KING,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,110,None,0,Inclusive,180,100000,1430131
SCISSOR S,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,90,None,0,Inclusive,150,100000,1430132
ART KNIFE,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,260,None,0,Inclusive,380,100000,1430133
JF-618 PAPER CUTTER,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,850,None,0,Inclusive,"1,250.00",100000,1430134
CRAFT SCISSORR,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,150,None,0,Inclusive,225,100000,1430135
CRAFT SSCISSOR,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,290,None,0,Inclusive,430,100000,1430136
CUTTER KNIFE D-1887,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,45,None,0,Inclusive,100,100000,1430137
ART KNIFE,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,850,None,0,Inclusive,"1,250.00",100000,1430138
CRAFT SCISSOR L,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,875,None,0,Inclusive,"1,280.00",100000,1430139
A4 PAPER CUTTER,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,"1,750.00",None,0,Inclusive,"4,400.00",100000,1430140
A3 PAPER CUTTER,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,"2,750.00",None,0,Inclusive,"4,350.00",100000,1430141
SCISSOR FIT CUT,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,196,None,0,Inclusive,280,100000,1430142
SCOUT KNIFE DAGGER FOLD BLACK,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,400,None,0,Inclusive,650,100000,1430143
SCOUT KNIFE MULTI RED,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,150,None,0,Inclusive,675,100000,1430144
XINFA TIDAOPIAN BLADE XF  A-126,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,207,None,0,Inclusive,230,100000,1430145
"SCISSOR 5"" FITCUT PLUS",PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,182,None,0,Inclusive,260,100000,1430146
BOTTLE OPENER,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,24,None,0,Inclusive,30,100000,1430147
DESIGN SCISSOR,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,51.66,None,0,Inclusive,125,100000,1430148
DESIGN SCISSOR 1604,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,40.74,None,0,Inclusive,125,100000,1430149
DESIGN SCISSOR 1606,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,32.76,None,0,Inclusive,100,100000,1430150
SCISSOR 5CM CHINA,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,31.5,None,0,Inclusive,60,100000,1430151
SCISSOR STAINLESS STEEL,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,56,None,0,Inclusive,70,100000,1430152
STAINLESS STEEL SCISSOR SAVOY,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,750,None,0,Inclusive,975,100000,1430153
ZIGZAG SCISSORS TAILOR,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,800,None,0,Inclusive,"1,175.00",100000,1430154
TAILOR SCISSORS SEA KING,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,250,None,0,Inclusive,370,100000,1430155
NORSE SCISSOR,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,65,None,0,Inclusive,125,100000,1430156
TAPE CUTER-SG4048,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,225,None,0,Inclusive,340,100000,1430157
B4 PAPER CUTTER,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,"2,650.00",None,0,Inclusive,"3,850.00",100000,1430158
NOCHAR,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,"1,750.00",None,0,Inclusive,"2,250.00",100000,1430159
"2"" TAPE CUTTER SG-008",PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,490,None,0,Inclusive,715,100000,1430160
CUTTER KNIFE S-15,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,70,None,0,Inclusive,90,100000,1430161
CUTTER KNIFE 2PIECE,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,120,None,0,Inclusive,175,100000,1430162
BLADE SK5 18MM,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,135,None,0,Inclusive,210,100000,1430163
STAINLESS STEEL SCISSOR SAVOY 8.5,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,800,None,0,Inclusive,950,100000,1430164
OXFORD 13CM SCISSOR-464120,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,119,None,0,Inclusive,170,100000,1430165
OXFORD 17CM SCISSOR-467020,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,175,None,0,Inclusive,250,100000,1430166
KIDICRAFT 3PCS SCISSORS,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,262.5,None,0,Inclusive,350,100000,1430167
HX-15 CUTTER KNIFE-S,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,40,None,0,Inclusive,50,100000,1430168
POINT SCISSOR SMALL,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,50,None,0,Inclusive,100,100000,1430169
SCISSOR CIC SMALL,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,12,None,0,Inclusive,50,100000,1430170
"2"" HAND TAPE DISPENSER T15516-2",PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,475,None,0,Inclusive,715,100000,1430171
PRECISION KNIFE WITH BLADE,PAPER CUTTER /KNIFE/SCISSORS,,,None,,stationery,,,225,None,0,Inclusive,350,100000,1430172
FORM SHEET RED,FORM SHEET,,,None,,stationery,,,25,None,0,Inclusive,35,100000,1440001
GLITTER EVA FOAM SHEET,FORM SHEET,,,None,,stationery,,,356,None,0,Inclusive,600,100000,1440002
FORM SHEET,FORM SHEET,,,None,,stationery,,,23,None,0,Inclusive,35,100000,1440003
FORM SHEET NORMAL,FORM SHEET,,,None,,stationery,,,12,None,0,Inclusive,30,100000,1440004
DESING FORM SHEET,FORM SHEET,,,None,,stationery,,,32,None,0,Inclusive,40,100000,1440005
A1 GLITTER FORM SHEET,FORM SHEET,,,None,,stationery,,,165,None,0,Inclusive,300,100000,1440006
FORM SHEET L,FORM SHEET,,,None,,stationery,,,85,None,0,Inclusive,175,100000,1440007
FORM SHEET L,FORM SHEET,,,None,,stationery,,,190,None,0,Inclusive,250,100000,1440008
FORE SHEET M SIZE,FORM SHEET,,,None,,stationery,,,152,None,0,Inclusive,190,100000,1440009
2PLY C/H/P,FORM SHEET,,,None,,stationery,,,"4,310.00",None,0,Inclusive,"4,850.00",100000,1440010
PUNCHED SHEET PROTECTOR,FORM SHEET,,,None,,stationery,,,550,None,0,Inclusive,"1,000.00",100000,1440011
TELEPHONE INDEX,TELPHONE INDEX,,,None,,stationery,,,190,None,0,Inclusive,275,100000,1450001
TELEPHONE INDEX,TELPHONE INDEX,,,None,,stationery,,,312,None,0,Inclusive,390,100000,1450002
TELEPHONE INDEX,TELPHONE INDEX,,,None,,stationery,,,20,None,0,Inclusive,25,100000,1450003
TEL INDEX R13,TELPHONE INDEX,,,None,,stationery,,,40,None,0,Inclusive,60,100000,1450004
TELPHONE INDEX,TELPHONE INDEX,,,None,,stationery,,,495,None,0,Inclusive,700,100000,1450005
TELEPHONE INDEX,TELPHONE INDEX,,,None,,stationery,,,960,None,0,Inclusive,"1,200.00",100000,1450006
TELEPHONE INDEX,TELPHONE INDEX,,,None,,stationery,,,180,None,0,Inclusive,270,100000,1450007
TELEPHONE INDEX SMALL 13.5X19CM 48P,TELPHONE INDEX,,,None,,stationery,,,165,None,0,Inclusive,240,100000,1450008
POCKET TELEPHONE INDEX,TELPHONE INDEX,,,None,,stationery,,,30,None,0,Inclusive,60,100000,1450009
TELEPHONE INDEX U01,TELPHONE INDEX,,,None,,stationery,,,225,None,0,Inclusive,375,100000,1450010
INDEX DIVIDER,TELPHONE INDEX,,,None,,stationery,,,90,None,0,Inclusive,300,100000,1450011
TELEPHONE INDEX S,TELPHONE INDEX,,,None,,stationery,,,10,None,0,Inclusive,20,100000,1450012
TELEPONE INDEX 03,TELPHONE INDEX,,,None,,stationery,,,225,None,0,Inclusive,340,100000,1450013
TELEPHONE INDEX RX100,TELPHONE INDEX,,,None,,stationery,,,245,None,0,Inclusive,370,100000,1450014
TELEPHONE INDEX,TELPHONE INDEX,,,None,,stationery,,,275,None,0,Inclusive,400,100000,1450015
TELEPHONE INDEX S,TELPHONE INDEX,,,None,,stationery,,,5,None,0,Inclusive,30,100000,1450016
BARBIE TELEPHONE INDEX,TELPHONE INDEX,,,None,,stationery,,,65,None,0,Inclusive,110,100000,1450017
TELEPHONE INDEX5088,TELPHONE INDEX,,,None,,stationery,,,94,None,0,Inclusive,145,100000,1450018
TELEPHONE INDEX S,TELPHONE INDEX,,,None,,stationery,,,75,None,0,Inclusive,115,100000,1450019
TELEPHONE INDEX 89,TELPHONE INDEX,,,None,,stationery,,,40,None,0,Inclusive,75,100000,1450020
TELEPHONE INDEX 062,TELPHONE INDEX,,,None,,stationery,,,480,None,0,Inclusive,720,100000,1450021
TELEPHONE INDEX,TELPHONE INDEX,,,None,,stationery,,,40,None,0,Inclusive,75,100000,1450022
TELEPHONE INDEX,TELPHONE INDEX,,,None,,stationery,,,30,None,0,Inclusive,65,100000,1450023
LED ENERGY SAVING,ELECTRIC ITEMS,,,None,,stationery,,,"1,116.00",None,0,Inclusive,"1,395.00",100000,1460001
STRAWBERRY PRINCESS DESK LAMP,ELECTRIC ITEMS,,,None,,stationery,,,"1,036.00",None,0,Inclusive,"1,295.00",100000,1460002
GIRAFFE DESK LAMP,ELECTRIC ITEMS,,,None,,stationery,,,836,None,0,Inclusive,"1,045.00",100000,1460003
RABBIT SMALL FAN,ELECTRIC ITEMS,,,None,,stationery,,,716,None,0,Inclusive,895,100000,1460004
CAR SHAPE LED DESK LAMP,ELECTRIC ITEMS,,,None,,stationery,,,"1,276.00",None,0,Inclusive,"1,595.00",100000,1460005
MULTI-FUNCTIONAL CONVERTER,ELECTRIC ITEMS,,,None,,stationery,,,600,None,0,Inclusive,750,100000,1460006
TORCH BULB,ELECTRIC ITEMS,,,None,,stationery,,,15,None,0,Inclusive,30,100000,1460007
TOUCH BULB,ELECTRIC ITEMS,,,None,,stationery,,,6.5,None,0,Inclusive,15,100000,1460008
WIRE CODE 2011-4-813,ELECTRIC ITEMS,,,None,,stationery,,,750,None,0,Inclusive,"1,100.00",100000,1460009
WIRE CODE 2011-05-814,ELECTRIC ITEMS,,,None,,stationery,,,850,None,0,Inclusive,"1,200.00",100000,1460010
WIRE CODE 2011-6-815,ELECTRIC ITEMS,,,None,,stationery,,,950,None,0,Inclusive,"1,300.00",100000,1460011
ICE FLASH,ELECTRIC ITEMS,,,None,,stationery,,,900,None,0,Inclusive,"1,450.00",100000,1460012
BATTER HOLDER S,ELECTRIC ITEMS,,,None,,stationery,,,24,None,0,Inclusive,30,100000,1460013
BATTERY HOLDER M,ELECTRIC ITEMS,,,None,,stationery,,,36,None,0,Inclusive,45,100000,1460014
BATTERY HOLDER L,ELECTRIC ITEMS,,,None,,stationery,,,48,None,0,Inclusive,60,100000,1460015
BULB HOLDER,ELECTRIC ITEMS,,,None,,stationery,,,32,None,0,Inclusive,40,100000,1460016
APRON,APRON,,,None,,stationery,,,72,None,0,Inclusive,90,100000,1470001
APRON,APRON,,,None,,stationery,,,104,None,0,Inclusive,130,100000,1470002
APRON,APRON,,,None,,stationery,,,120,None,0,Inclusive,150,100000,1470003
APRON,APRON,,,None,,stationery,,,72,None,0,Inclusive,90,100000,1470004
APRON,APRON,,,None,,stationery,,,80,None,0,Inclusive,100,100000,1470005
APRON,APRON,,,None,,stationery,,,88,None,0,Inclusive,110,100000,1470006
24X16 APRON,APRON,,,None,,stationery,,,100,None,0,Inclusive,125,100000,1470007
APRON,APRON,,,None,,stationery,,,80,None,0,Inclusive,100,100000,1470008
APRON (L) C11,APRON,,,None,,stationery,,,75,None,0,Inclusive,140,100000,1470009
APRON (M) C11,APRON,,,None,,stationery,,,55,None,0,Inclusive,120,100000,1470010
APRON (S) C11,APRON,,,None,,stationery,,,55,None,0,Inclusive,100,100000,1470011
APRON,APRON,,,None,,stationery,,,50,None,0,Inclusive,100,100000,1470012
APRON,APRON,,,None,,stationery,,,60,None,0,Inclusive,120,100000,1470013
APRON S,APRON,,,None,,stationery,,,55,None,0,Inclusive,100,100000,1470014
APPRON M,APRON,,,None,,stationery,,,65,None,0,Inclusive,120,100000,1470015
APRON L,APRON,,,None,,stationery,,,80,None,0,Inclusive,140,100000,1470016
APRON 30303/30306,APRON,,,None,,stationery,,,395,None,0,Inclusive,575,100000,1470017
CLEAR SUPER WRAP 46CM X5M,BOOK WRAPPER,,,None,,stationery,,,156,None,0,Inclusive,250,100000,1480001
CLEAR SUPER WRAP 34 CM X 5 M,BOOK WRAPPER,,,None,,stationery,,,116,None,0,Inclusive,200,100000,1480002
BOOK COVER ROLL,BOOK WRAPPER,,,None,,stationery,,,70,None,0,Inclusive,125,100000,1480003
GRADE 3 PVC YASITH,BOOK WRAPPER,,,None,,stationery,,,280,None,0,Inclusive,380,100000,1480004
GRADE 8 PVC YASITH,BOOK WRAPPER,,,None,,stationery,,,525,None,0,Inclusive,800,100000,1480005
GRADE 2 PVC YASITH,BOOK WRAPPER,,,None,,stationery,,,180,None,0,Inclusive,260,100000,1480006
GRADE 7 PVC YASITH,BOOK WRAPPER,,,None,,stationery,,,525,None,0,Inclusive,790,100000,1480007
CR BOOK COVER YASITH,BOOK WRAPPER,,,None,,stationery,,,135,None,0,Inclusive,190,100000,1480008
B5 BOOK COVER YASITH,BOOK WRAPPER,,,None,,stationery,,,110,None,0,Inclusive,160,100000,1480009
EX BOOK COVER YASITH,BOOK WRAPPER,,,None,,stationery,,,102,None,0,Inclusive,150,100000,1480010
BOOK WRAPPER 1KG,BOOK WRAPPER,,,None,,stationery,,,318,None,0,Inclusive,390,100000,1480011
BOOK WRAPPER,BOOK WRAPPER,,,None,,stationery,,,80,None,0,Inclusive,100,100000,1480012
BOOK WRAPPER 5 YARD,BOOK WRAPPER,,,None,,stationery,,,41,None,0,Inclusive,70,100000,1480013
BOOK WRAPPER STICKERS DEKORE,BOOK WRAPPER,,,None,,stationery,,,340,None,0,Inclusive,425,100000,1480014
BOOK WRAPPER 1KG,BOOK WRAPPER,,,None,,stationery,,,320,None,0,Inclusive,390,100000,1480015
BOOK COVER G02,BOOK WRAPPER,,,None,,stationery,,,120,None,0,Inclusive,240,100000,1480016
BOOK COVER,BOOK WRAPPER,,,None,,stationery,,,25,None,0,Inclusive,40,100000,1480017
GRADE 4 PVC COVER,BOOK WRAPPER,,,None,,stationery,,,190,None,0,Inclusive,280,100000,1480018
GRADE 1 PVC BOOK COVER Y01,BOOK WRAPPER,,,None,,stationery,,,180,None,0,Inclusive,250,100000,1480019
GRADE 4 PVC BOOK COVER Y01,BOOK WRAPPER,,,None,,stationery,,,200,None,0,Inclusive,290,100000,1480020
GRADE 5 PVC BOOK COVER Y01,BOOK WRAPPER,,,None,,stationery,,,210,None,0,Inclusive,295,100000,1480021
GRADE 6 PVC BOOK COVER Y01,BOOK WRAPPER,,,None,,stationery,,,475,None,0,Inclusive,650,100000,1480022
GRADE 10 PVC BOOK COVER Y01,BOOK WRAPPER,,,None,,stationery,,,350,None,0,Inclusive,550,100000,1480023
GRADE 10 PVC COVER,BOOK WRAPPER,,,None,,stationery,,,365,None,0,Inclusive,490,100000,1480024
BOOK COVER GRADE 9 PVC,BOOK WRAPPER,,,None,,stationery,,,535,None,0,Inclusive,815,100000,1480025
EX BOOK COVERS,BOOK WRAPPER,,,None,,stationery,,,15,None,0,Inclusive,25,100000,1480026
CR BOOK COVERS,BOOK WRAPPER,,,None,,stationery,,,7.5,None,0,Inclusive,35,100000,1480027
ADHESIVE BOOK COVER,BOOK WRAPPER,,,None,,stationery,,,22.5,None,0,Inclusive,35,100000,1480028
ADHESIVE BOOK COVER S,BOOK WRAPPER,,,None,,stationery,,,16.5,None,0,Inclusive,30,100000,1480029
CR BOOK COVER,BOOK WRAPPER,,,None,,stationery,,,160,None,0,Inclusive,275,100000,1480030
EX BOOK COVERS,BOOK WRAPPER,,,None,,stationery,,,80,None,0,Inclusive,180,100000,1480031
3Y ADHESIVE FOIL ROLL,BOOK WRAPPER,,,None,,stationery,,,147,None,0,Inclusive,290,100000,1480032
5Y ADHESIVE FOIL ROLL,BOOK WRAPPER,,,None,,stationery,,,250,None,0,Inclusive,390,100000,1480033
GRADE 2 PVC BOOK COVER,BOOK WRAPPER,,,None,,stationery,,,205,None,0,Inclusive,275,100000,1480034
GRADE 3 PVC BOOK COVER,BOOK WRAPPER,,,None,,stationery,,,295,None,0,Inclusive,405,100000,1480035
GRADE 4 PVC BOOK COVER,BOOK WRAPPER,,,None,,stationery,,,215,None,0,Inclusive,285,100000,1480036
GRADE 5 PVC BOOK COVER,BOOK WRAPPER,,,None,,stationery,,,215,None,0,Inclusive,285,100000,1480037
GRADE 6 PVC BOOK COVER,BOOK WRAPPER,,,None,,stationery,,,490,None,0,Inclusive,660,100000,1480038
GRADE 7 PVC BOOK COVER,BOOK WRAPPER,,,None,,stationery,,,540,None,0,Inclusive,715,100000,1480039
GRADE 9 PVC BOOK COVER,BOOK WRAPPER,,,None,,stationery,,,550,None,0,Inclusive,730,100000,1480040
GRADE 8 PVC BOOK COVER,BOOK WRAPPER,,,None,,stationery,,,540,None,0,Inclusive,715,100000,1480041
GRADE 11 PVC BOOK COVER,BOOK WRAPPER,,,None,,stationery,,,405,None,0,Inclusive,540,100000,1480042
5Y ADHESIVE FOIL ROLL,BOOK WRAPPER,,,None,,stationery,,,265,None,0,Inclusive,390,100000,1480043
